age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
40;technician;married;secondary;True;26;True;True;unknown;16;may;230;3;-1;0;unknown;True
27;student;single;tertiary;True;66;True;True;unknown;16;may;456;1;-1;0;unknown;True
40;admin.;married;secondary;True;2523;True;True;unknown;16;may;75;1;-1;0;unknown;True
28;management;married;tertiary;True;82;True;True;unknown;16;may;225;1;-1;0;unknown;True
32;management;married;tertiary;True;0;True;True;unknown;16;may;387;1;-1;0;unknown;True
53;management;single;secondary;True;5558;True;True;unknown;16;may;286;3;-1;0;unknown;True
29;admin.;single;secondary;True;-507;True;True;unknown;16;may;286;1;-1;0;unknown;True
29;technician;single;tertiary;True;47;True;True;unknown;16;may;111;11;-1;0;unknown;True
45;self-employed;married;unknown;True;-257;True;True;unknown;16;may;448;2;-1;0;unknown;True
32;management;married;secondary;True;1423;True;True;unknown;16;may;223;3;-1;0;unknown;True
47;services;married;secondary;True;51;True;True;unknown;16;may;312;1;-1;0;unknown;True
40;services;married;secondary;True;1688;True;True;unknown;16;may;93;1;-1;0;unknown;True
33;services;single;secondary;True;0;True;True;unknown;16;may;212;1;-1;0;unknown;True
55;housemaid;married;primary;True;1000;True;True;unknown;16;may;178;1;-1;0;unknown;True
31;blue-collar;single;secondary;True;0;True;True;unknown;16;may;111;1;-1;0;unknown;True
33;management;married;tertiary;True;273;True;True;unknown;16;may;803;1;-1;0;unknown;True
42;admin.;divorced;secondary;True;153;True;True;unknown;16;may;844;1;-1;0;unknown;True
31;admin.;divorced;tertiary;True;146;True;True;unknown;16;may;297;1;-1;0;unknown;True
41;blue-collar;married;unknown;True;732;True;True;unknown;16;may;25;1;-1;0;unknown;True
43;admin.;single;secondary;True;2539;True;True;unknown;16;may;529;4;-1;0;unknown;True
36;services;married;secondary;True;208;True;True;unknown;16;may;99;1;-1;0;unknown;True
48;management;married;tertiary;True;542;True;True;unknown;16;may;137;1;-1;0;unknown;True
31;self-employed;single;tertiary;True;144;True;True;unknown;16;may;676;1;-1;0;unknown;True
45;technician;married;secondary;True;999;True;True;unknown;16;may;656;2;-1;0;unknown;True
43;blue-collar;married;secondary;True;19;True;True;unknown;16;may;249;1;-1;0;unknown;True
42;admin.;divorced;secondary;True;63;True;True;unknown;16;may;88;6;-1;0;unknown;True
40;services;married;secondary;True;446;True;True;unknown;16;may;1252;1;-1;0;unknown;True
29;blue-collar;married;secondary;True;832;True;True;unknown;16;may;228;2;-1;0;unknown;True
26;blue-collar;married;secondary;True;246;True;True;unknown;16;may;1143;3;-1;0;unknown;True
53;unemployed;married;secondary;True;76;True;True;unknown;16;may;283;1;-1;0;unknown;True
31;technician;divorced;secondary;True;268;True;True;unknown;16;may;118;2;-1;0;unknown;True
25;admin.;married;secondary;True;16;True;True;unknown;16;may;129;1;-1;0;unknown;True
26;admin.;single;secondary;True;-235;True;True;unknown;16;may;103;1;-1;0;unknown;True
36;admin.;single;secondary;True;0;True;True;unknown;16;may;213;1;-1;0;unknown;True
43;services;divorced;secondary;True;207;True;True;unknown;16;may;132;1;-1;0;unknown;True
45;admin.;divorced;secondary;True;109;True;True;unknown;16;may;122;1;-1;0;unknown;True
56;management;divorced;tertiary;True;975;True;True;unknown;16;may;130;4;-1;0;unknown;True
51;technician;married;secondary;True;143;True;True;unknown;16;may;627;1;-1;0;unknown;True
47;blue-collar;married;primary;True;1756;True;True;unknown;16;may;207;1;-1;0;unknown;True
44;housemaid;married;primary;True;-972;True;True;unknown;16;may;114;2;-1;0;unknown;True
31;services;married;secondary;True;5;True;True;unknown;16;may;216;1;-1;0;unknown;True
46;management;married;secondary;True;36;True;True;unknown;16;may;250;1;-1;0;unknown;True
32;management;single;tertiary;True;0;True;True;unknown;16;may;91;1;-1;0;unknown;True
31;admin.;married;secondary;True;468;True;True;unknown;16;may;159;1;-1;0;unknown;True
45;blue-collar;married;primary;True;804;True;True;unknown;16;may;528;1;-1;0;unknown;True
31;unemployed;single;secondary;True;199;True;True;unknown;16;may;86;1;-1;0;unknown;True
40;technician;married;secondary;True;257;True;True;unknown;16;may;731;4;-1;0;unknown;True
43;blue-collar;married;unknown;True;91;True;True;unknown;16;may;37;1;-1;0;unknown;True
26;blue-collar;single;primary;True;102;True;True;unknown;16;may;46;1;-1;0;unknown;True
29;management;married;tertiary;True;1;True;True;unknown;16;may;49;1;-1;0;unknown;True
30;services;single;secondary;True;484;True;True;unknown;16;may;356;2;-1;0;unknown;True
39;management;married;tertiary;True;0;True;True;unknown;16;may;107;2;-1;0;unknown;True
51;blue-collar;married;primary;True;196;True;True;unknown;16;may;248;1;-1;0;unknown;True
58;admin.;married;primary;True;879;True;True;unknown;16;may;242;7;-1;0;unknown;True
44;entrepreneur;married;tertiary;True;3689;True;True;unknown;16;may;134;3;-1;0;unknown;True
49;technician;married;secondary;True;1269;True;True;unknown;16;may;355;2;-1;0;unknown;True
30;admin.;married;secondary;True;67;True;True;unknown;16;may;149;1;-1;0;unknown;True
38;blue-collar;married;secondary;True;961;True;True;unknown;16;may;346;1;-1;0;unknown;True
40;services;married;secondary;True;181;True;True;unknown;16;may;370;1;-1;0;unknown;True
34;entrepreneur;married;tertiary;True;355;True;True;unknown;16;may;261;1;-1;0;unknown;True
41;management;married;tertiary;True;0;True;True;unknown;16;may;330;4;-1;0;unknown;True
37;management;single;tertiary;True;499;True;True;unknown;16;may;537;1;-1;0;unknown;True
32;services;divorced;secondary;True;-115;True;True;unknown;16;may;134;1;-1;0;unknown;True
31;blue-collar;married;secondary;True;92;True;True;unknown;16;may;688;1;-1;0;unknown;True
38;blue-collar;single;unknown;True;1146;True;True;unknown;16;may;84;1;-1;0;unknown;True
34;self-employed;married;tertiary;True;1029;True;True;unknown;16;may;125;1;-1;0;unknown;True
42;admin.;married;secondary;True;534;True;True;unknown;16;may;139;2;-1;0;unknown;True
27;services;married;secondary;True;15;True;True;unknown;16;may;167;1;-1;0;unknown;True
35;services;married;secondary;True;1053;True;True;unknown;16;may;25;1;-1;0;unknown;True
43;admin.;single;secondary;True;6;True;True;unknown;16;may;244;1;-1;0;unknown;True
29;services;single;secondary;True;-142;True;True;unknown;16;may;140;1;-1;0;unknown;True
33;services;divorced;secondary;True;2;True;True;unknown;16;may;165;1;-1;0;unknown;True
57;retired;divorced;secondary;True;70;True;True;unknown;16;may;122;1;-1;0;unknown;True
50;entrepreneur;married;secondary;True;556;True;True;unknown;16;may;130;2;-1;0;unknown;True
28;services;single;secondary;True;45;True;True;unknown;16;may;345;1;-1;0;unknown;True
45;blue-collar;divorced;secondary;True;9;True;True;unknown;16;may;277;6;-1;0;unknown;True
33;blue-collar;divorced;secondary;True;-131;True;True;unknown;16;may;145;1;-1;0;unknown;True
24;blue-collar;married;secondary;True;142;True;True;unknown;16;may;300;1;-1;0;unknown;True
34;technician;single;secondary;True;0;True;True;unknown;16;may;214;1;-1;0;unknown;True
23;admin.;married;tertiary;True;2;True;True;unknown;16;may;140;1;-1;0;unknown;True
59;retired;married;primary;True;646;True;True;unknown;16;may;140;1;-1;0;unknown;True
40;admin.;single;secondary;True;739;True;True;unknown;16;may;132;1;-1;0;unknown;True
44;blue-collar;married;primary;True;1511;True;True;unknown;16;may;96;2;-1;0;unknown;True
33;blue-collar;married;secondary;True;58;True;True;unknown;16;may;144;2;-1;0;unknown;True
29;admin.;single;secondary;True;163;True;True;unknown;16;may;803;1;-1;0;unknown;True
39;blue-collar;married;primary;True;385;True;True;unknown;16;may;225;4;-1;0;unknown;True
36;management;divorced;tertiary;True;1343;True;True;unknown;16;may;73;1;-1;0;unknown;True
34;services;divorced;secondary;True;169;True;True;unknown;16;may;260;1;-1;0;unknown;True
35;blue-collar;married;secondary;True;-613;True;True;unknown;16;may;754;1;-1;0;unknown;True
47;services;married;primary;True;1496;True;True;unknown;16;may;211;2;-1;0;unknown;True
40;blue-collar;married;secondary;True;580;True;True;unknown;16;may;192;1;-1;0;unknown;True
30;technician;married;secondary;True;-306;True;True;unknown;16;may;203;1;-1;0;unknown;True
27;management;married;secondary;True;-41;True;True;unknown;16;may;24;1;-1;0;unknown;True
40;admin.;divorced;secondary;True;783;True;True;unknown;16;may;171;2;-1;0;unknown;True
26;blue-collar;divorced;secondary;True;241;True;True;unknown;16;may;136;1;-1;0;unknown;True
46;management;married;tertiary;True;245;True;True;unknown;16;may;42;10;-1;0;unknown;True
43;management;married;secondary;True;-26;True;True;unknown;16;may;343;1;-1;0;unknown;True
36;technician;single;tertiary;True;705;True;True;unknown;16;may;111;1;-1;0;unknown;True
32;blue-collar;married;secondary;True;23;True;True;unknown;16;may;77;1;-1;0;unknown;True
47;blue-collar;divorced;secondary;True;380;True;True;unknown;16;may;268;6;-1;0;unknown;True
29;blue-collar;single;secondary;True;4574;True;True;unknown;16;may;217;2;-1;0;unknown;True
36;technician;married;tertiary;True;183;True;True;unknown;16;may;360;1;-1;0;unknown;True
33;blue-collar;single;secondary;True;272;True;True;unknown;16;may;122;3;-1;0;unknown;True
57;admin.;married;secondary;True;4168;True;True;unknown;16;may;47;1;-1;0;unknown;True
30;technician;single;secondary;True;677;True;True;unknown;16;may;241;1;-1;0;unknown;True
59;admin.;divorced;secondary;True;174;True;True;unknown;16;may;204;1;-1;0;unknown;True
32;blue-collar;married;primary;True;1877;True;True;unknown;16;may;601;1;-1;0;unknown;True
56;retired;married;secondary;True;3690;True;True;unknown;16;may;178;2;-1;0;unknown;True
25;blue-collar;married;secondary;True;109;True;True;unknown;16;may;306;1;-1;0;unknown;True
30;blue-collar;single;unknown;True;194;True;True;unknown;16;may;410;1;-1;0;unknown;True
32;blue-collar;single;secondary;True;8;True;True;unknown;16;may;265;1;-1;0;unknown;True
30;admin.;married;secondary;True;40;True;True;unknown;16;may;108;2;-1;0;unknown;True
45;blue-collar;married;secondary;True;-1400;True;True;unknown;16;may;172;4;-1;0;unknown;True
47;blue-collar;married;secondary;True;-656;True;True;unknown;16;may;184;2;-1;0;unknown;True
25;technician;single;secondary;True;1400;True;True;unknown;16;may;424;1;-1;0;unknown;True
28;blue-collar;married;primary;True;507;True;True;unknown;16;may;359;1;-1;0;unknown;True
30;blue-collar;single;secondary;True;75;True;True;unknown;16;may;123;1;-1;0;unknown;True
28;admin.;married;tertiary;True;364;True;True;unknown;16;may;169;1;-1;0;unknown;True
27;technician;single;secondary;True;1742;True;True;unknown;16;may;787;1;-1;0;unknown;True
32;blue-collar;married;secondary;True;1197;True;True;unknown;16;may;241;1;-1;0;unknown;True
32;self-employed;single;tertiary;True;12269;True;True;unknown;16;may;141;1;-1;0;unknown;True
40;self-employed;married;tertiary;True;1126;True;True;unknown;16;may;22;4;-1;0;unknown;True
29;blue-collar;single;primary;True;105;True;True;unknown;16;may;326;1;-1;0;unknown;True
38;admin.;married;secondary;True;-650;True;True;unknown;16;may;317;1;-1;0;unknown;True
37;blue-collar;single;primary;True;117;True;True;unknown;16;may;196;3;-1;0;unknown;True
22;admin.;single;secondary;True;118;True;True;unknown;16;may;270;1;-1;0;unknown;True
23;admin.;single;secondary;True;178;True;True;unknown;16;may;107;1;-1;0;unknown;True
30;self-employed;single;secondary;True;299;True;True;unknown;16;may;679;17;-1;0;unknown;True
27;blue-collar;single;primary;True;0;True;True;unknown;16;may;576;1;-1;0;unknown;True
31;admin.;married;secondary;True;5;True;True;unknown;16;may;102;1;-1;0;unknown;True
26;blue-collar;single;secondary;True;65;True;True;unknown;16;may;161;3;-1;0;unknown;True
36;admin.;divorced;secondary;True;246;True;True;unknown;16;may;206;2;-1;0;unknown;True
29;blue-collar;single;secondary;True;1166;True;True;unknown;16;may;33;1;-1;0;unknown;True
37;services;divorced;secondary;True;49;True;True;unknown;16;may;619;2;-1;0;unknown;True
39;blue-collar;married;primary;True;95;True;True;unknown;16;may;230;1;-1;0;unknown;True
38;unemployed;married;primary;True;113;True;True;unknown;16;may;27;2;-1;0;unknown;True
27;entrepreneur;married;secondary;True;554;True;True;unknown;16;may;131;1;-1;0;unknown;True
58;retired;married;primary;True;269;True;True;unknown;16;may;38;2;-1;0;unknown;True
36;blue-collar;married;secondary;True;63;True;True;unknown;16;may;322;2;-1;0;unknown;True
24;services;single;secondary;True;-248;True;True;unknown;16;may;187;1;-1;0;unknown;True
25;services;single;secondary;True;32;True;True;unknown;16;may;124;1;-1;0;unknown;True
43;management;married;secondary;True;452;True;True;unknown;16;may;107;2;-1;0;unknown;True
38;blue-collar;married;primary;True;467;True;True;unknown;16;may;379;1;-1;0;unknown;True
40;blue-collar;married;primary;True;1758;True;True;unknown;16;may;1230;3;-1;0;unknown;True
33;blue-collar;single;secondary;True;-416;True;True;unknown;16;may;767;2;-1;0;unknown;True
35;technician;married;secondary;True;523;True;True;unknown;16;may;95;1;-1;0;unknown;True
46;blue-collar;married;primary;True;2499;True;True;unknown;16;may;42;3;-1;0;unknown;True
30;technician;single;tertiary;True;236;True;True;unknown;16;may;197;1;-1;0;unknown;True
24;technician;single;secondary;True;3926;True;True;unknown;16;may;320;2;-1;0;unknown;True
24;technician;single;secondary;True;409;True;True;unknown;16;may;912;1;-1;0;unknown;True
45;management;married;tertiary;True;876;True;True;unknown;16;may;178;1;-1;0;unknown;True
45;blue-collar;married;primary;True;1163;True;True;unknown;16;may;230;1;-1;0;unknown;True
53;technician;single;secondary;True;708;True;True;unknown;16;may;631;3;-1;0;unknown;True
34;technician;single;tertiary;True;586;True;True;unknown;16;may;489;2;-1;0;unknown;True
24;blue-collar;married;primary;True;656;True;True;unknown;16;may;894;1;-1;0;unknown;True
57;housemaid;married;primary;True;260;True;True;unknown;16;may;38;3;-1;0;unknown;True
55;blue-collar;married;primary;True;571;True;True;unknown;16;may;323;4;-1;0;unknown;True
52;technician;single;secondary;True;36;True;True;unknown;16;may;335;1;-1;0;unknown;True
54;technician;divorced;secondary;True;0;True;True;unknown;16;may;161;1;-1;0;unknown;True
29;blue-collar;single;primary;True;-63;True;True;unknown;16;may;410;3;-1;0;unknown;True
23;services;single;secondary;True;91;True;True;unknown;16;may;374;2;-1;0;unknown;True
24;services;single;secondary;True;0;True;True;unknown;16;may;280;1;-1;0;unknown;True
59;blue-collar;married;secondary;True;169;True;True;unknown;16;may;181;3;-1;0;unknown;True
37;blue-collar;single;unknown;True;2188;True;True;unknown;16;may;193;8;-1;0;unknown;True
40;blue-collar;married;secondary;True;2073;True;True;unknown;16;may;166;2;-1;0;unknown;True
54;management;divorced;tertiary;True;29887;True;True;unknown;16;may;865;1;-1;0;unknown;True
35;blue-collar;married;secondary;True;53;True;True;unknown;16;may;258;2;-1;0;unknown;True
56;housemaid;married;primary;True;82;True;True;unknown;16;may;215;1;-1;0;unknown;True
28;technician;married;secondary;True;58;True;True;unknown;16;may;136;2;-1;0;unknown;True
32;management;single;secondary;True;916;True;True;unknown;16;may;381;2;-1;0;unknown;True
40;management;divorced;tertiary;True;37;True;True;unknown;16;may;412;1;-1;0;unknown;True
32;blue-collar;single;primary;True;100;True;True;unknown;16;may;376;2;-1;0;unknown;True
41;services;married;primary;True;124;True;True;unknown;16;may;393;2;-1;0;unknown;True
55;management;married;primary;True;19;True;True;unknown;16;may;56;3;-1;0;unknown;True
52;technician;married;secondary;True;420;True;True;unknown;16;may;112;4;-1;0;unknown;True
58;technician;divorced;secondary;True;906;True;True;unknown;16;may;155;3;-1;0;unknown;True
29;unemployed;single;tertiary;True;0;True;True;unknown;16;may;703;4;-1;0;unknown;True
44;blue-collar;divorced;unknown;True;532;True;True;unknown;16;may;141;2;-1;0;unknown;True
53;blue-collar;married;primary;True;634;True;True;unknown;16;may;475;2;-1;0;unknown;True
44;services;married;secondary;True;0;True;True;unknown;16;may;471;2;-1;0;unknown;True
41;admin.;married;secondary;True;338;True;True;unknown;16;may;121;1;-1;0;unknown;True
44;admin.;married;secondary;True;0;True;True;unknown;16;may;159;1;-1;0;unknown;True
38;management;married;tertiary;True;2724;True;True;unknown;16;may;177;4;-1;0;unknown;True
27;management;single;tertiary;True;-98;True;True;unknown;16;may;344;2;-1;0;unknown;True
44;admin.;married;secondary;True;73;True;True;unknown;16;may;404;1;-1;0;unknown;True
45;blue-collar;single;secondary;True;636;True;True;unknown;16;may;287;4;-1;0;unknown;True
30;blue-collar;single;secondary;True;132;True;True;unknown;16;may;329;1;-1;0;unknown;True
47;technician;married;tertiary;True;282;True;True;unknown;16;may;433;1;-1;0;unknown;True
54;entrepreneur;married;primary;True;3343;True;True;unknown;16;may;216;1;-1;0;unknown;True
29;technician;single;secondary;True;-166;True;True;unknown;16;may;323;2;-1;0;unknown;True
50;admin.;divorced;secondary;True;363;True;True;unknown;16;may;1340;1;-1;0;unknown;True
32;blue-collar;single;secondary;True;29;True;True;unknown;16;may;132;13;-1;0;unknown;True
57;entrepreneur;married;tertiary;True;-524;True;True;unknown;16;may;199;4;-1;0;unknown;True
51;blue-collar;married;primary;True;1194;True;True;unknown;16;may;558;3;-1;0;unknown;True
32;admin.;single;secondary;True;422;True;True;unknown;16;may;221;2;-1;0;unknown;True
27;technician;single;tertiary;True;3706;True;True;unknown;16;may;897;1;-1;0;unknown;True
41;unemployed;married;secondary;True;356;True;True;unknown;16;may;80;2;-1;0;unknown;True
53;technician;married;secondary;True;31;True;True;unknown;16;may;90;2;-1;0;unknown;True
29;self-employed;single;secondary;True;272;True;True;unknown;16;may;123;3;-1;0;unknown;True
28;management;married;tertiary;True;103;True;True;unknown;16;may;461;2;-1;0;unknown;True
27;management;single;tertiary;True;-308;True;True;unknown;16;may;213;16;-1;0;unknown;True
49;blue-collar;married;secondary;True;16;True;True;unknown;16;may;193;11;-1;0;unknown;True
44;blue-collar;married;primary;True;1485;True;True;unknown;16;may;428;1;-1;0;unknown;True
32;entrepreneur;single;tertiary;True;1;True;True;unknown;16;may;411;2;-1;0;unknown;True
56;retired;married;unknown;True;4391;True;True;unknown;16;may;291;1;-1;0;unknown;True
34;blue-collar;single;primary;True;85;True;True;unknown;16;may;136;1;-1;0;unknown;True
43;services;married;primary;True;822;True;True;unknown;16;may;112;1;-1;0;unknown;True
41;management;divorced;tertiary;True;647;True;True;unknown;16;may;270;1;-1;0;unknown;True
41;management;married;tertiary;True;223;True;True;unknown;16;may;124;1;-1;0;unknown;True
47;blue-collar;married;primary;True;242;True;True;unknown;16;may;214;4;-1;0;unknown;True
33;blue-collar;married;secondary;True;64;True;True;unknown;16;may;239;3;-1;0;unknown;True
47;services;married;secondary;True;2597;True;True;unknown;16;may;323;1;-1;0;unknown;True
46;management;divorced;tertiary;True;770;True;True;unknown;16;may;94;1;-1;0;unknown;True
46;technician;married;secondary;True;4956;True;True;unknown;16;may;74;1;-1;0;unknown;True
30;admin.;married;secondary;True;122;True;True;unknown;16;may;107;1;-1;0;unknown;True
41;technician;single;secondary;True;28;True;True;unknown;16;may;51;1;-1;0;unknown;True
30;technician;married;secondary;True;1011;True;True;unknown;16;may;109;1;-1;0;unknown;True
56;retired;divorced;secondary;True;4166;True;True;unknown;16;may;378;1;-1;0;unknown;True
40;technician;married;primary;True;6110;True;True;unknown;16;may;217;1;-1;0;unknown;True
47;services;married;secondary;True;837;True;True;unknown;16;may;136;1;-1;0;unknown;True
36;management;single;tertiary;True;146;True;True;unknown;16;may;1161;3;-1;0;unknown;True
60;retired;married;primary;True;458;True;True;unknown;16;may;103;1;-1;0;unknown;True
34;admin.;married;secondary;True;641;True;True;unknown;16;may;467;1;-1;0;unknown;True
44;self-employed;married;secondary;True;1310;True;True;unknown;16;may;290;1;-1;0;unknown;True
29;technician;married;secondary;True;782;True;True;unknown;16;may;131;1;-1;0;unknown;True
48;blue-collar;married;secondary;True;478;True;True;unknown;16;may;168;2;-1;0;unknown;True
55;services;married;unknown;True;-45;True;True;unknown;16;may;764;7;-1;0;unknown;True
60;management;married;tertiary;True;36;True;True;unknown;16;may;194;3;-1;0;unknown;True
29;management;single;tertiary;True;0;True;True;unknown;16;may;16;25;-1;0;unknown;True
30;services;single;tertiary;True;136;True;True;unknown;16;may;208;5;-1;0;unknown;True
35;admin.;single;primary;True;8;True;True;unknown;16;may;148;18;-1;0;unknown;True
37;services;single;secondary;True;934;True;True;unknown;16;may;242;3;-1;0;unknown;True
42;blue-collar;married;secondary;True;314;True;True;unknown;16;may;269;2;-1;0;unknown;True
34;technician;married;secondary;True;978;True;True;unknown;16;may;370;2;-1;0;unknown;True
50;management;single;tertiary;True;567;True;True;unknown;16;may;274;8;-1;0;unknown;True
27;services;single;secondary;True;194;True;True;unknown;16;may;326;1;-1;0;unknown;True
45;technician;single;tertiary;True;4537;True;True;unknown;16;may;337;2;-1;0;unknown;True
50;management;divorced;tertiary;True;318;True;True;unknown;16;may;788;2;-1;0;unknown;True
43;technician;married;secondary;True;17;True;True;unknown;16;may;353;4;-1;0;unknown;True
32;housemaid;divorced;secondary;True;715;True;True;unknown;16;may;14;15;-1;0;unknown;True
55;management;single;tertiary;True;1464;True;True;unknown;16;may;92;1;-1;0;unknown;True
40;services;single;secondary;True;-61;True;True;unknown;16;may;698;9;-1;0;unknown;True
56;entrepreneur;married;tertiary;True;1297;True;True;unknown;16;may;180;1;-1;0;unknown;True
21;admin.;single;secondary;True;325;True;True;unknown;16;may;467;1;-1;0;unknown;True
27;technician;married;tertiary;True;276;True;True;unknown;16;may;218;2;-1;0;unknown;True
24;admin.;single;secondary;True;770;True;True;unknown;16;may;233;1;-1;0;unknown;True
25;technician;single;secondary;True;2;True;True;unknown;16;may;304;2;-1;0;unknown;True
41;blue-collar;married;primary;True;208;True;True;unknown;16;may;315;3;-1;0;unknown;True
49;unemployed;divorced;secondary;True;495;True;True;unknown;16;may;40;5;-1;0;unknown;True
44;blue-collar;married;tertiary;True;2185;True;True;unknown;16;may;698;1;-1;0;unknown;True
42;blue-collar;married;secondary;True;351;True;True;unknown;16;may;76;21;-1;0;unknown;True
45;blue-collar;married;primary;True;71;True;True;unknown;16;may;355;2;-1;0;unknown;True
48;services;married;unknown;True;1155;True;True;unknown;16;may;557;4;-1;0;unknown;True
51;technician;married;secondary;True;349;True;True;unknown;16;may;97;3;-1;0;unknown;True
33;technician;married;secondary;True;153;True;True;unknown;16;may;148;2;-1;0;unknown;True
32;blue-collar;married;primary;True;244;True;True;unknown;16;may;128;2;-1;0;unknown;True
41;technician;married;secondary;True;493;True;True;unknown;16;may;130;3;-1;0;unknown;True
29;services;married;tertiary;True;62;True;True;unknown;16;may;280;2;-1;0;unknown;True
49;technician;divorced;tertiary;True;874;True;True;unknown;16;may;152;2;-1;0;unknown;True
49;blue-collar;divorced;secondary;True;259;True;True;unknown;16;may;283;2;-1;0;unknown;True
25;admin.;single;secondary;True;304;True;True;unknown;16;may;523;3;-1;0;unknown;True
33;blue-collar;single;secondary;True;371;True;True;unknown;16;may;1128;3;-1;0;unknown;True
50;blue-collar;married;primary;True;231;True;True;unknown;16;may;171;4;-1;0;unknown;True
50;admin.;married;secondary;True;1906;True;True;unknown;16;may;174;17;-1;0;unknown;True
40;management;single;secondary;True;192;True;True;unknown;16;may;71;11;-1;0;unknown;True
32;blue-collar;married;primary;True;158;True;True;unknown;16;may;84;4;-1;0;unknown;True
43;blue-collar;divorced;primary;True;-57;True;True;unknown;16;may;221;2;-1;0;unknown;True
24;retired;single;secondary;True;366;True;True;unknown;16;may;234;2;-1;0;unknown;True
49;blue-collar;married;primary;True;327;True;True;unknown;16;may;138;2;-1;0;unknown;True
36;management;married;tertiary;True;1125;True;True;unknown;16;may;339;5;-1;0;unknown;True
42;admin.;married;unknown;True;642;True;True;unknown;16;may;509;2;-1;0;unknown;True
31;admin.;single;secondary;True;-48;True;True;unknown;16;may;254;17;-1;0;unknown;True
30;technician;single;secondary;True;298;True;True;unknown;16;may;164;2;-1;0;unknown;True
46;technician;married;tertiary;True;2207;True;True;unknown;16;may;243;3;-1;0;unknown;True
35;blue-collar;single;secondary;True;88;True;True;unknown;16;may;344;4;-1;0;unknown;True
44;admin.;married;secondary;True;2687;True;True;unknown;16;may;131;4;-1;0;unknown;True
33;management;married;tertiary;True;307;True;True;unknown;16;may;806;4;-1;0;unknown;True
42;blue-collar;married;primary;True;398;True;True;unknown;16;may;251;4;-1;0;unknown;True
39;services;single;secondary;True;-388;True;True;unknown;16;may;1135;2;-1;0;unknown;True
41;blue-collar;single;primary;True;1649;True;True;unknown;16;may;312;3;-1;0;unknown;True
58;blue-collar;married;secondary;True;886;True;True;unknown;16;may;302;4;-1;0;unknown;True
40;blue-collar;married;secondary;True;1161;True;True;unknown;16;may;292;8;-1;0;unknown;True
37;admin.;married;secondary;True;281;True;True;unknown;16;may;279;2;-1;0;unknown;True
45;blue-collar;married;primary;True;137;True;True;unknown;16;may;187;19;-1;0;unknown;True
49;management;married;primary;True;267;True;True;unknown;16;may;198;5;-1;0;unknown;True
35;blue-collar;married;primary;True;767;True;True;unknown;16;may;1408;2;-1;0;unknown;True
28;blue-collar;single;secondary;True;1112;True;True;unknown;16;may;827;2;-1;0;unknown;True
32;technician;single;tertiary;True;192;True;True;unknown;16;may;303;5;-1;0;unknown;True
45;self-employed;married;secondary;True;1113;True;True;unknown;16;may;67;2;-1;0;unknown;True
44;technician;single;secondary;True;696;True;True;unknown;16;may;680;3;-1;0;unknown;True
55;blue-collar;married;primary;True;-268;True;True;unknown;16;may;160;6;-1;0;unknown;True
37;blue-collar;single;secondary;True;197;True;True;unknown;16;may;251;3;-1;0;unknown;True
28;services;single;secondary;True;317;True;True;unknown;16;may;21;3;-1;0;unknown;True
43;admin.;single;tertiary;True;329;True;True;unknown;16;may;218;2;-1;0;unknown;True
35;blue-collar;single;secondary;True;510;True;True;unknown;16;may;81;6;-1;0;unknown;True
30;management;single;tertiary;True;5;True;True;unknown;16;may;476;3;-1;0;unknown;True
54;management;single;tertiary;True;4393;True;True;unknown;16;may;1297;3;-1;0;unknown;True
34;management;divorced;tertiary;True;488;True;True;unknown;16;may;4;2;-1;0;unknown;True
30;services;single;secondary;True;442;True;True;unknown;16;may;283;3;-1;0;unknown;True
46;unknown;married;unknown;True;300;True;True;unknown;16;may;323;3;-1;0;unknown;True
52;blue-collar;married;primary;True;1007;True;True;unknown;16;may;248;2;-1;0;unknown;True
44;blue-collar;married;primary;True;195;True;True;unknown;16;may;541;5;-1;0;unknown;True
36;blue-collar;married;secondary;True;513;True;True;unknown;16;may;427;3;-1;0;unknown;True
44;technician;divorced;secondary;True;399;True;True;unknown;16;may;148;9;-1;0;unknown;True
44;blue-collar;married;primary;True;12;True;True;unknown;16;may;408;10;-1;0;unknown;True
24;blue-collar;single;secondary;True;77;True;True;unknown;16;may;236;2;-1;0;unknown;True
56;blue-collar;married;primary;True;8318;True;True;unknown;16;may;428;2;-1;0;unknown;True
41;blue-collar;divorced;secondary;True;-104;True;True;unknown;16;may;32;3;-1;0;unknown;True
51;technician;married;tertiary;True;0;True;True;unknown;16;may;330;19;-1;0;unknown;True
53;blue-collar;married;secondary;True;2;True;True;unknown;16;may;851;2;-1;0;unknown;True
41;blue-collar;single;primary;True;0;True;True;unknown;16;may;522;5;-1;0;unknown;True
26;blue-collar;single;primary;True;-579;True;True;unknown;16;may;320;3;-1;0;unknown;True
53;entrepreneur;married;tertiary;True;2884;True;True;unknown;16;may;165;4;-1;0;unknown;True
30;technician;single;secondary;True;863;True;True;unknown;16;may;1193;5;-1;0;unknown;True
27;admin.;single;unknown;True;56;True;True;unknown;16;may;730;2;-1;0;unknown;True
32;services;single;secondary;True;358;True;True;unknown;16;may;1144;3;-1;0;unknown;True
40;blue-collar;married;secondary;True;0;True;True;unknown;16;may;167;2;-1;0;unknown;True
55;technician;married;secondary;True;2055;True;True;unknown;16;may;1023;4;-1;0;unknown;True
35;services;single;secondary;True;568;True;True;unknown;16;may;469;2;-1;0;unknown;True
